"Planet_key":"planet":"STAR_CODE":"relative mass":"Relative Density":"RADIUS (EARTH)":"Type Of Terrain":"Climate Type"
461:"Meleph Tertial":7416:6,89:0,311:2,81:"cliff; rocky desert; jungle; island; plateau":"frozen; tropical; subartic"
462:"Skaldspark Gaian":2902:8,22:0,748:2,22:"ocean; valley; rainforest; toxic cloudsea; hill; verdant; swamp; cityscape":"subartic; frozen; humid; superheated; frigid"
463:"Ogma Gaios":5088:1,64:1,146:1,13:"volcano":"temperate; arid; artificial temperate; tropical"
464:"Ogma Chimeraean":5088:8,73:1,264:1,9:"rocky island; city; cliff; plain":"rocky; arid; subartic"
465:"Ogma Pegasusian":5088:4,79:1,401:1,51:"desert":"windy; arid; subartic"
466:"Exoplanix Shi":5178:2,05:0,892:1,32:"vine; jungle; lakes; canyons":"tropical; artificial temperate; rocky"
467:"Exoplanix Si":5178:1,72:0,587:1,43:"bog; ice canyon":"hot; tropical; frigid"
468:"Astrophia Undecimal":6661:1,55:1,076:1,13:"sea":"frigid; frozen"
469:"Astrophia Secant":6661:7,99:0,875:2,09:"rocky desert; plain; urban; ice cave; swamp; sinkholes":"temperate; tropical; artic; arid; windy; subartic; superheated"
470:"Ravenfury Eta":7351:2,95:1,26:1,33:"lakes; tundra; reef":"frigid; frozen"
471:"Stellarastra Selenean":6971:0,84:1,197:0,89:"ice canyon":"tropical; temperate; frozen; arid"
472:"Menkar Nymphios":8227:7,6:0,774:2,14:"bog; vine; sea; cliff; island; city":"frigid; artificial temperate; rocky; windy; tropical; temperate; frozen"
473:"Icarian Cipher Xi":2793:4,31:1,13:1,56:"ice cave; rock arche; field; canyons":"humid; temperate; subartic"
474:"Icarian Cipher Iota":2793:0,67:1,182:0,83:"jungle; mountain; plain; sea; cave; glacier":"tropical; rocky; artificial temperate; subartic"
475:"Icarian Cipher Alpha":2793:6,68:0,853:1,99:"toxic cloudsea; fungus forest; cliff; cave":"subartic; artic; tropical; frozen"
476:"Astroflux Upsilon":4998:6,46:0,885:1,94:"canyons; city":"windy; frozen; humid; temperate; superheated; tropical"
477:"Astroflux Phi":4998:8,21:Unknown:2,09:"plateau; ocean; rainforest; rocky island; city; cave":"tropical; rocky; frozen; artic; frigid"
478:"Ukiyo Reverie Chi":9359:1,88:1,196:1,16:"mountain; vine; scrubland; acid pool; plain; bog":"artic; windy; tropical; rocky; frigid; frozen; arid"
479:"Dabih Pegasusian":4724:3,02:1,231:1,35:"rocky canyon; sea; valley; verdant; bog":"frigid; temperate; windy; humid; arid; artificial temperate"
480:"Miaplacidus Wu":4559:1,63:1,035:1,16:"toxic cloudsea; barren; grassland; rock arche; cityscape; city; sinkholes; plain":"temperate; artic; superheated; hot; artificial temperate; humid; arid"
481:"Alniyat Wu":9099:1,38:0,914:1,15:"cave; city; lakes; swamp; sinkholes; fungus forest; plateau":"rocky; hot; subartic; tropical; superheated"
482:"Alniyat Ba":9099:6,72:1,107:1,82:"cityscape; lava river":"hot"
483:"Acamar Asclepian":346:4,64:0,864:1,75:"plateau; desert":"subartic; rocky; frigid; frozen; artificial temperate"
484:"Acamar Poseidian":346:5,45:0,925:1,81:"cave":"tropical; frozen"
485:"Blizzardclaw Alpha":6248:6,27:0,466:2,38:"bog; valley; verdant; rocky canyon":"arid; humid; frozen"
486:"Astrobane Undecimal":8167:6,34:0,868:1,94:"fungus forest":"hot; rocky"
487:"Gomeisa Rho":7520:1,9:0,827:1,32:"hill; rocky canyon; verdant; reef; island":"artificial temperate; frigid; temperate; hot"
488:"Gomeisa Pi":7520:2,21:1,173:1,24:"reef; ice canyon; grassy hill; lakes; hill; savanna":"rocky; arid; frigid; superheated; tropical; artificial temperate; artic"
489:"Gomeisa Alpha":7520:2,1:0,86:1,35:"rocky island; reef; plain; rocky desert":"windy; arid; frigid; temperate"
490:"Ephemeral Abyss Chimeraean":175:8,45:1,343:1,85:"desert; hill":"rocky; superheated"
491:"Ephemeral Abyss Astraeos":175:4,9:1,126:1,63:"savanna; sinkholes; rocky desert; rainforest; ash":"superheated; arid; temperate"
492:"Ephemeral Abyss Psychean":175:4,54:0,954:1,68:"cityscape; canyons":"windy; temperate"
493:"Aegis Cryptic Morphean":1334:7,91:1,094:1,93:"plain; island; plateau":"tropical; superheated; arid; artic"
494:"Celestial Echo Gaian":4137:2,95:1,186:1,35:"savanna; cliff; plateau; river":"superheated; artificial temperate; frozen"
495:"Celestial Echo Hadean":4137:8,73:1,049:2,03:"sea; rocky island; rocky canyon":"rocky; temperate; hot; artificial temperate; frigid"
496:"Arkab Prior Helios":7200:2,67:1,07:1,36:"hill; plain; lakes; plateau; city":"artificial temperate; subartic; humid"
497:"Xihe Gaian":7345:2,48:0,978:1,36:"tundra; ice cave; island; reef; volcano":"temperate; rocky; arid; subartic"
498:"Xihe Pantheon":7345:5,94:1,101:1,75:"mountain":"arid; temperate; hot"
499:"Xihe Nymphios":7345:2,23:0,686:1,48:"urban; jungle; grassland; lava river; acid pool; city; barren; scrubland":"arid; artificial temperate; rocky; hot; humid; temperate"
500:"Kaze Horizon Eta":6023:7,81:0,929:2,03:"verdant":"windy; artic"
501:"Zavijava Sextant":7180:1,3:Unknown:0,97:"mountain; hill":"rocky"
502:"Fjordfall Xi":7114:1,38:0,78:1,21:"island; field":"artificial temperate; artic"
503:"Fjordfall Omega":7114:6,18:0,86:1,93:"field":"temperate; rocky; frozen; humid"
504:"Hadar Kappa":5546:4,44:1,308:1,5:"vine; ice canyon; reef":"humid; artic; rocky; windy"
505:"Drakonir Dionysios":8853:3,91:1,182:1,49:"forest; lakes; glacier; canyons; ocean":"humid; temperate; frigid; frozen; tropical"
506:"Drakonir Poseidian":8853:3,27:0,664:1,7:"plain; verdant; grassland; savanna; rock arche; jungle":"windy; frigid; superheated; frozen; hot; humid"
507:"Shogun's Resonance Jiu":9181:0,61:0,761:0,93:"cave; plateau":"temperate; windy; hot"
508:"Shogun's Resonance San":9181:3,69:1,083:1,5:"forest; savanna; desert; sinkholes":"windy; rocky; hot; frozen; arid; superheated"
509:"Galaxaraith Duodecimal":2752:6,06:0,924:1,87:"verdant; lakes; bog; jungle":"frozen; arid; tropical"
510:"Galaxaraith Octal":2752:2,11:0,945:1,31:"mountain; vine":"temperate"
511:"Galaxaraith Septimal":2752:1,49:0,694:1,29:"ice canyon":"humid; hot; superheated; subartic; tropical; temperate; frigid"
512:"Rapeto Nyxios":6494:6,53:1,211:1,75:"fungus forest":"artic; subartic; frigid; humid"
513:"Nebulous Silence Lambda":5286:4,5:0,623:1,93:"city; volcano; desert; glacier":"subartic; hot; frigid"
514:"Phantasmal Abyss Secant":8616:Unknown:1,068:1,47:"volcano; tundra; savanna; reef":"frigid; subartic; superheated"
515:"Phantasmal Abyss Nonal":8616:4,23:1,221:1,51:"cityscape; cave; canyons; rock arche":"windy; hot; rocky; arid"
516:"Sterrennacht XVII":6118:2,09:Unknown:1,32:"canyons; rock arche; verdant; sea":"arid; subartic; superheated; artificial temperate; tropical"
517:"Sterrennacht XX":6118:2,01:1,186:1,19:"sea; cityscape; jungle; volcano; field; desert; lakes":"humid; frigid; arid; temperate; hot"
518:"Pharaoh's Reverie Tau":9132:2,08:0,663:1,46:"island; scrubland; urban; rocky canyon; tundra; desert; rocky desert":"frozen; tropical; frigid; arid; subartic; artic"
519:"Pharaoh's Reverie Delta":9132:1,45:1,431:1:"vine; reef; volcano; plateau; cliff; desert":"hot; artificial temperate; artic; humid; windy; temperate"
520:"Baten Kaitos Tau":5036:4,39:0,983:1,65:"verdant; valley":"hot; artic; frigid; frozen"
521:"Zaniah Harpian":1784:2,55:0,748:1,5:"rock arche; ice canyon; swamp; cliff; ice cave; city":"rocky; artic; artificial temperate; tropical; subartic"
522:"Zaniah Cerberian":1784:4:0,924:1,63:"valley; cave":"subartic; frigid; temperate; superheated"
523:"Haedus Er":5236:1,68:0,906:1,23:"plateau; valley":"artic"
524:"Haedus Si":5236:6,52:0,833:1,99:"glacier; plain; tundra; cave; plateau; reef; canyons; hill":"artificial temperate; temperate; subartic; superheated; rocky"
525:"Felis XV":2695:0,55:0,994:0,82:"rock arche; bog; grassland; fungus forest; island":"subartic; humid; artic"
526:"Felis XXIV":2695:7,54:1,296:1,8:"hill; desert; rocky island; forest; city; cityscape":"rocky; superheated; hot; subartic"
527:"Orion's Elegance Vigesimal":3740:1,77:0,916:1,25:"acid pool; cliff; rocky canyon":"subartic; tropical; humid"
528:"Orion's Elegance Septimal":3740:6,84:1,044:1,87:"grassland; urban":"arid; temperate; artic; frigid; superheated"
529:"Hawkfire Tritonian":7903:1,83:0,964:1,24:"jungle; lakes; ash; grassy hill":"arid; artic; superheated; artificial temperate"
530:"Hawkfire Sirenios":7903:1,23:1,166:1,02:"jungle; rocky island; rocky desert; rocky canyon":"arid; artificial temperate; superheated; frigid"
531:"Dracoara Artemian":6553:Unknown:1,072:1,7:"swamp; bog; city; desert; canyons; river; mountain; cliff":"hot; artic; humid; frozen; subartic"
532:"Kirei Decimal":8345:2,23:1,575:1,12:"river; vine; island":"windy; humid; rocky; superheated"
533:"Kirei Duodecimal":8345:7,18:0,931:1,98:"mountain":"artic"
534:"Kirei Tertial":8345:1,64:1,112:1,14:"jungle; rainforest":"windy; superheated; arid; hot"
535:"Lunacara Dionysios":8420:2,65:0,912:1,43:"cliff; sea; reef; plain":"arid; temperate; superheated; artificial temperate"
536:"Zhang Prime":6392:1,01:1,192:0,95:"desert; lava river; urban; rock arche; reef; plateau; toxic cloudsea; ash":"tropical; artificial temperate; frozen; humid; artic; hot"
537:"Zhang Decimal":6392:7,83:0,926:2,04:"river; island; field; bog":"superheated; subartic; temperate; artificial temperate"
538:"Zhang Secant":6392:2,45:1,072:1,32:"river; reef":"humid; rocky; arid"
539:"Kang Gamma":9674:2,89:0,771:1,55:"hill; ocean":"frigid; artic"
540:"Elysionix Tritonian":4193:2,18:0,909:1,34:"lava river; urban; reef":"hot; superheated; humid; arid"
541:"Tsubasa Echoes Chimeraean":684:2,9:1,248:1,32:"bog; city; plain":"windy; hot; artificial temperate"
542:"Tsubasa Echoes Artemian":684:2,18:0,683:1,47:"hill; jungle; rocky canyon":"artificial temperate; hot; windy"
543:"Ombria Phi":4492:0,81:0,848:0,98:"jungle; glacier":"tropical; artic"
544:"Ombria Epsilon":4492:8,56:1,212:1,92:"ocean":"tropical"
545:"Solstara San":8084:6,68:0,774:2,05:"lava river; grassy hill; rocky desert; ice cave; vine":"temperate; windy; superheated; hot; tropical; subartic; humid"
546:"Hanabi III":5459:7,97:1,075:1,95:"city; hill; vine; island":"artificial temperate; superheated; hot"
547:"Scarabian Cosmos Museios":6867:2,11:0,764:1,4:"rocky island; forest; canyons; valley; jungle; verdant; ash; tundra; mountain":"hot; tropical; subartic; temperate; frozen; artic"
548:"Lilii Borea Lambda":2685:0,89:1,198:0,91:"forest; savanna; ice cave; ash; city":"frigid; subartic; artic; superheated; artificial temperate"
549:"Tania Borealis Liu":2333:3,69:1,155:1,47:"rocky desert":"temperate; frozen; artic; windy; artificial temperate"
550:"Tania Borealis San":2333:1,38:0,43:1,47:"plateau":"humid"
551:"Tania Borealis Er":2333:1,17:1,047:1,04:"grassy hill; fungus forest; cityscape; urban; plain":"rocky; artificial temperate; windy; humid; arid"
552:"Skyforged XIX":4277:2,47:0,795:1,46:"ice cave; bog; island":"frozen; subartic; humid; windy"
553:"Phantasma Er":2887:1,51:0,754:1,26:"cliff; urban; rainforest; grassy hill; river; mountain; lakes":"frozen; artic; superheated; humid; subartic; windy"
554:"Radiancea Qi":6975:5,93:1,091:1,76:"glacier; jungle; grassy hill; field; jungle; island; ocean":"hot; rocky; superheated; frozen; temperate"
555:"Radiancea Er":6975:1,82:1,247:1,13:"ocean; rock arche; cityscape; desert; sinkholes":"tropical; frigid; artic; humid; windy; hot"
556:"Radiancea Shi":6975:1,73:0,936:1,23:"ice canyon; hill; lava river; cave; urban; barren; rainforest; mountain":"rocky; artic; arid; frozen; superheated"
557:"Nebulous Enigma Omega":9728:1,94:1,152:1,19:"glacier; plain; vine":"artificial temperate; humid; frigid; temperate"
558:"Nebulous Enigma Tau":9728:0,54:0,946:0,83:"verdant":"frigid; windy"
559:"Nebulous Enigma Phi":9728:4,89:0,898:1,76:"sea; rocky canyon":"temperate; frigid; windy; superheated; tropical"
560:"Sumi Cascade Pegasusian":5000:5,47:0,634:2,05:"cave; river; volcano":"windy; artificial temperate; superheated"
561:"Helian Nebula XVI":7210:0,46:0,85:0,82:"hill; rainforest":"superheated"
562:"Yed Posterior Quintal":5697:8,31:0,997:2,03:"grassland":"temperate"
563:"Yed Posterior Septimal":5697:6,19:1,091:1,78:"jungle; cliff; rainforest":"temperate; superheated; subartic; windy; hot; arid; rocky"
564:"Yed Posterior Nonal":5697:5,66:1,25:1,65:"rock arche; ice canyon":"frozen; rocky; arid"
565:"Arcanix XXIV":2659:0,94:1,078:0,96:"ocean":"hot; tropical; temperate"
566:"Astroth Phi":6667:3,14:1,004:1,46:"river; valley; vine":"frozen; subartic; rocky; artificial temperate"
567:"Rasalhague XXIV":1946:0,47:1,141:0,74:"jungle; ocean; lava river; reef; plateau":"arid; windy; temperate; superheated"
568:"Rasalhague II":1946:5,7:1,139:1,71:"rainforest; cave; jungle":"rocky; artic; artificial temperate; tropical; arid"
569:"Rasalhague XI":1946:6,73:1,329:1,72:"urban; desert":"tropical; windy; frozen; artic; rocky"
570:"Kornephoros VI":4049:2,53:0,515:1,7:"plateau; reef; rocky island; savanna":"humid; hot; arid"
571:"Irena Asclepian":8852:2,68:1,208:1,3:"island; barren":"artic; frozen; arid; artificial temperate; rocky"
572:"Astral Nexus Asclepian":7482:2,17:1,223:1,21:"plain; ice canyon":"temperate; superheated; rocky; frigid; arid; tropical; hot"
573:"Astral Nexus Hermian":7482:3,56:0,765:1,67:"tundra; hill; mountain":"rocky; hot; subartic"
574:"Errai Sirenios":4548:4,65:1,444:1,48:"plain; forest; rocky desert; glacier":"artificial temperate; windy; frozen; artic; hot; superheated"
575:"Errai Typhonian":4548:3,27:0,74:1,64:"plain; hill":"windy; subartic"
576:"Errai Pegasusian":4548:2,44:0,588:1,61:"plateau; river; verdant":"tropical; artic; humid; frozen"
577:"Ombraflux Sigma":3242:1,59:1,167:1,11:"river; reef":"tropical"
578:"Osiris Cascade Faunios":8262:4,66:0,494:2,11:"glacier; rock arche":"windy; subartic"
579:"Mazaalai XII":8608:0,93:0,549:1,19:"city; lava river; reef; valley":"frigid; hot; subartic; artificial temperate"
580:"Mazaalai I":8608:1,44:0,981:1,14:"urban":"hot"
581:"Adhara XVI":7821:7,36:1,236:1,81:"city":"artificial temperate; frozen; windy"
582:"Cacophonic Murmurs Wu":4220:7,96:0,769:2,18:"ocean; field; island":"humid; arid; windy; rocky"
583:"Cacophonic Murmurs Qi":4220:2,97:0,917:1,48:"cliff; cave; verdant":"frozen; windy; hot; humid; artificial temperate"
584:"Cacophonic Murmurs Ba":4220:1,51:0,692:1,3:"tundra":"rocky"
585:"Intercrus Asclepian":3515:8:1,334:1,82:"urban; volcano; rocky desert; ice cave":"artic; artificial temperate; arid; hot"
586:"Intercrus Persephonian":3515:5,01:1,229:1,6:"swamp":"superheated; tropical"
587:"Pincoya Undecimal":7488:1,77:0,589:1,44:"canyons; urban; rocky island":"artificial temperate; arid; hot"
588:"Pincoya Prime":7488:6,4:1,379:1,67:"cave; grassy hill; verdant; ice cave":"humid; hot; arid; artificial temperate; rocky; artic"
589:"Pincoya Quartal":7488:0,98:0,978:1:"plain; cliff; grassland; sea; cityscape; reef; verdant":"artificial temperate; frozen; artic; tropical; frigid; temperate"
590:"Sphinx Nebula Oranos":7308:1,08:1,104:0,99:"city; ice cave; grassy hill; verdant":"temperate; superheated; rocky; frigid"
591:"Sphinx Nebula Morphean":7308:2,79:1,057:1,38:"ice cave; acid pool":"frozen; artic; frigid; hot; arid; rocky; artificial temperate"
592:"Hinotori Whispers Hadean":4015:1,61:0,616:1,38:"canyons; valley; jungle; bog; fungus forest":"subartic; tropical; arid; artificial temperate"
593:"Polaris Australis Dionysios":7807:1,62:0,648:1,36:"ocean; valley":"windy; frigid"
594:"Zubenelgenubi Aphroditos":5821:3,81:0,793:1,69:"savanna; desert; scrubland; verdant; rocky desert":"humid; temperate; hot; tropical; arid; artificial temperate"
595:"Zubenelgenubi Apollox":5821:0,89:1,272:0,89:"desert; sea; ash; mountain; ice canyon; hill":"humid; hot; arid; temperate; frigid"
596:"Kūkan Cascade Septimal":7845:7,85:1,017:1,98:"vine; jungle":"frigid; frozen; arid; superheated"
597:"Bonsai Silence Prime":4378:6,88:1,466:1,67:"ash; volcano; jungle; sea; swamp; lakes":"subartic; hot; artic; temperate; windy; frozen; tropical"
598:"Ayeyarwady Jiu":4367:1,31:0,953:1,11:"cliff; island; rainforest; rocky island; city":"windy; artificial temperate; arid; superheated"
599:"Ayeyarwady Si":4367:6,02:0,896:1,89:"cityscape; canyons":"superheated; arid; humid; frozen; subartic; artificial temperate"
600:"Orionara Jiu":6407:3,82:1,158:1,49:"field; savanna; island":"frigid; artic; subartic; humid; rocky; tropical"
601:"Orionara Ba":6407:Unknown:0,613:1,11:"grassy hill; city; field; cityscape; river":"artificial temperate; artic; frigid"
602:"Orionara Wu":6407:8:0,741:2,21:"reef; grassy hill":"humid; windy; rocky"
603:"Quasarlynx Septimal":1409:5,61:1,51:1,55:"grassland; bog":"hot; temperate; frigid; arid; windy"
604:"Quasarlynx Sextant":1409:7,1:1,221:1,8:"mountain":"hot; artificial temperate"
605:"Titawin XXI":2159:6,95:0,937:1,95:"savanna; ocean; swamp; field":"artic; windy; tropical; humid; subartic"
606:"Tislit Epsilon":995:1,36:0,782:1,2:"ash; savanna; vine; volcano; island; rocky canyon":"artificial temperate; frigid; superheated; frozen"
607:"Alphecca VII":2040:4,57:0,755:1,82:"hill; grassy hill":"arid; temperate; frigid; artificial temperate"
608:"Alphecca XIX":2040:9,25:1,161:2:"valley; cave; toxic cloudsea; rocky desert; desert":"artic; rocky; subartic"
609:"Mebsuta I":1873:2,07:1,335:1,16:"urban; acid pool; city; cave; mountain; verdant":"artic; frigid; artificial temperate; rocky"
610:"Celaeno Upsilon":932:0,71:1,127:0,86:"vine; tundra; lava river":"arid; frigid"
611:"Celaeno Iota":932:6,61:1,112:1,81:"cliff; cave; valley":"temperate; windy; rocky"
612:"Aldhibah Eta":2783:4,02:1,42:1,41:"field; plain; rainforest; forest":"subartic; tropical; humid; superheated; temperate; rocky"
613:"Aldhibah Zeta":2783:0,4:1,224:0,69:"plateau; rock arche":"hot"
614:"Aldhibah Beta":2783:1,37:0,906:1,15:"ice cave; savanna; plain; city":"windy; tropical; artic; frigid"
615:"Tania Australis V":8326:1,17:1,251:0,98:"glacier; plain; savanna; bog":"hot; frigid; frozen; tropical"
616:"Tania Australis XXII":8326:4,52:0,8:1,78:"reef; lakes":"superheated; tropical"
617:"Spectral Veil Demetrian":4067:5,83:0,751:1,98:"lava river; bog; cliff; fungus forest; rocky island":"superheated; humid; artificial temperate"
618:"Spectral Veil Psychean":4067:9,69:0,999:2,13:"plain; canyons":"superheated; windy"
619:"Spectral Veil Nereidos":4067:1,67:1,428:1,05:"valley; tundra; glacier":"frozen; hot; humid"
620:"Wyrmslayer Ba":1067:1,01:1,104:0,97:"ice canyon; reef; grassy hill; jungle; volcano":"superheated; frigid; hot; temperate; artic; frozen"
621:"Wyrmslayer Yi":1067:3,68:0,733:1,71:"plain":"artic; windy; tropical"
622:"Helionara Kappa":435:3,99:0,948:1,61:"plain; island; grassy hill; rocky island; field":"artificial temperate; frigid; rocky; tropical; superheated"
623:"Helionara Beta":435:1,48:0,905:1,18:"urban; mountain; rock arche; ice canyon; reef; lakes":"artic; hot; subartic; frozen"
624:"Solarionara IV":7707:1,89:1,054:1,21:"ice canyon; city; tundra; swamp; rocky desert; grassy hill; volcano":"humid; subartic; temperate; artic; artificial temperate; hot"
625:"Dracothra Persephonian":8636:1,08:1,267:0,95:"reef; ice canyon; bog; glacier; cityscape":"temperate; windy; hot; artic"
626:"Berehynia Octal":1082:1,13:1,245:0,97:"plateau; glacier; grassy hill; valley":"temperate; arid; artic; hot; rocky"
627:"Berehynia Undecimal":1082:4,66:1,028:1,66:"cityscape; mountain; verdant; river":"artificial temperate; windy; frozen; frigid; rocky; artic; tropical"
628:"Subra VI":5898:5,16:0,542:2,12:"ocean; glacier":"hot; frozen; tropical; rocky"
629:"Subra XXIV":5898:2,5:1,399:1,21:"canyons; rock arche; plain; mountain; grassland; rocky desert":"humid; hot; windy; frigid; artic; superheated"
630:"Subra XI":5898:5,56:0,739:1,96:"verdant; rainforest; glacier; grassland; bog; lakes; tundra":"subartic; artic; temperate; frozen; humid"
631:"Hoshizora Seraph Astraeos":7935:1,96:Unknown:1,37:"hill":"windy; tropical; artic"
632:"Arcalís I":7442:1,05:0,912:1,05:"cliff; savanna":"hot"
633:"Cleopatra's Expanse Museios":5993:1,3:0,865:1,15:"savanna; hill; lakes; acid pool; lava river":"superheated; tropical; subartic; windy; frozen"
634:"Cleopatra's Expanse Harpian":5993:Unknown:1,136:1,11:"reef; jungle; ash; ocean; bog; plateau":"frozen; superheated; arid; humid; artic"
635:"Cleopatra's Expanse Selenean":5993:4,78:0,979:1,7:"verdant; volcano":"temperate; frigid; frozen; artificial temperate; subartic; arid"
636:"Ebla VIII":6086:1,38:1,217:1,04:"cliff; reef":"humid; frozen; frigid"
637:"Ebla II":6086:0,45:1,249:0,71:"fungus forest; jungle":"tropical; rocky"
638:"Astrum Cryptic Typhonian":2845:3,09:0,913:1,5:"canyons; sinkholes; jungle; bog":"superheated; subartic; humid; temperate; artic"
639:"Proxima Centauri Prime":1802:4,42:Unknown:1,65:"ice canyon; jungle":"temperate; frozen; superheated; artificial temperate; arid; windy; humid"
640:"Misam Irisian":7790:6,06:0,758:2:"ocean; city":"subartic; artic; tropical"
641:"Misam Hermesios":7790:2,97:1,004:1,44:"ice canyon; tundra; desert; acid pool":"subartic; hot; rocky; humid; temperate; frigid; artificial temperate"
642:"Misam Titanos":7790:1,45:1,319:1,03:"rainforest":"temperate; rocky; humid"
643:"Torcular Prime":6876:3,33:0,848:1,58:"verdant":"artic; frigid; frozen; windy"
644:"Torcular Quintal":711:2,65:1,111:1,34:"rocky canyon; cityscape; lava river":"superheated; subartic; tropical; hot; artificial temperate; arid; windy"
645:"Torcular Septimal":711:1,62:1,375:1,06:"plain":"rocky; tropical"
646:"Helixar Hermesios":2981:1,84:0,591:1,46:"rainforest":"hot; arid; humid; superheated; windy; rocky; artic"
647:"Kōri Resonance Janusian":6019:1,24:0,843:1,14:"acid pool; vine":"hot; arid"
648:"Kōri Resonance Persephonian":6019:0,35:0,97:0,71:"glacier; lava river; valley":"rocky; windy; superheated; frozen; frigid; artic"
649:"Pyramid Radiance Si":295:7,7:0,997:1,98:"reef; valley":"hot"
650:"Pyramid Radiance Shi":295:6,83:0,997:1,9:"forest":"windy; frozen; rocky"
651:"Pyramid Radiance Jiu":295:1,64:0,978:1,19:"verdant; rocky desert; scrubland; forest; barren; rocky island; ice cave; ice canyon":"tropical; arid; temperate; artic; superheated"
652:"Wazn Undecimal":194:1,11:0,603:1,23:"city":"arid; humid; frigid; superheated"
653:"Stoneshaper XXIV":2885:3,69:0,836:1,64:"sea; ice cave":"rocky; artificial temperate; subartic"
654:"Stoneshaper XXI":2885:3,76:1,169:1,48:"cityscape; reef":"windy; humid; frozen; hot"
655:"Stoneshaper XV":2885:4,77:1,085:1,64:"jungle; cityscape; sea":"frigid; hot; subartic"
656:"Cursa Xi":5111:2,8:1,276:1,3:"glacier":"frigid; windy"
657:"Wurren Gamma":7129:1,12:0,891:1,08:"city; cityscape":"rocky; arid; frozen; artificial temperate; superheated; windy; subartic"
658:"Wurren Beta":7129:4,52:0,713:1,85:"hill; rainforest; tundra":"hot; artic; superheated; arid; frigid"
659:"Malmok Irisian":4637:1,48:1,193:1,07:"rocky desert; rocky island; reef":"arid; frigid; artificial temperate; subartic"
660:"Whispering Cosmos Epsilon":1549:6,05:1,408:1,63:"field; tundra; forest":"humid; windy; rocky"
661:"Galaxium Sirenios":736:Unknown:0,634:1,49:"canyons; river":"rocky"
662:"Uruk Er":4384:2,19:0,658:1,49:"mountain; acid pool; canyons; cityscape; verdant; island; rock arche; toxic cloudsea; jungle":"rocky; arid; hot; humid; windy; frigid; frozen"
663:"Quasar Seraph San":1721:0,59:1,043:0,83:"field; cityscape; vine; lakes; ocean; ash":"hot; superheated; frigid; subartic; tropical; windy"
664:"Quasar Seraph Jiu":1721:1,94:1,269:1,15:"plateau; island; city; rocky island; rocky desert; jungle; valley; toxic cloudsea; cityscape; swamp; rock arche":"hot; humid; frozen; subartic; artificial temperate; arid; rocky"
665:"Zenithria Ba":5576:1,44:1,023:1,12:"volcano":"tropical; rocky; hot"
666:"Zenithria Yi":5576:2,74:1,228:1,31:"river; forest":"windy; humid; tropical; hot; frigid; superheated"
667:"Ebon Cosmos IV":3733:7,62:1,087:1,91:"verdant; plateau":"arid"
668:"Nebulium Octal":8915:1,08:0,856:1,08:"cliff":"hot; frigid"
669:"Eclipsix Gamma":8193:1,51:0,859:1,21:"river; toxic cloudsea; field; rock arche; mountain; forest; lakes":"superheated; artic; temperate; frigid; frozen"
670:"Petra Titanos":6291:6,01:0,898:1,88:"city; ocean; bog":"artic; artificial temperate; windy; humid; hot; arid"
671:"Tupi Mu":7313:3,61:0,991:1,54:"ocean; grassy hill; glacier; volcano; bog":"superheated; frozen; arid; temperate; windy; artificial temperate"
672:"Meissa XIV":8844:1,72:0,626:1,4:"cave; plain":"arid"
673:"Starlight Haven Museios":5502:1,62:0,928:1,2:"canyons; plateau; valley; forest":"superheated; rocky; temperate"
674:"Tianyi Gamma":5055:3,11:0,579:1,75:"hill":"artic; superheated; temperate"
675:"Alioth XVIII":5539:7,56:1,084:1,91:"rocky island; valley; glacier":"rocky; frigid; subartic; humid; frozen; tropical"
676:"Yugen Chimeraean":6861:1,7:1,446:1,06:"desert; reef; verdant":"artificial temperate; arid; artic"
677:"Kagayaki Harpian":7844:2,34:0,987:1,33:"urban; ocean; rock arche":"rocky; subartic; windy; artificial temperate"
678:"Kagayaki Nymphios":7844:4,46:0,588:1,96:"cave; mountain":"frigid; subartic"
679:"Mjoltr Er":321:2,38:1,41:1,19:"river; fungus forest":"tropical; superheated; windy"
680:"Mjoltr San":321:3,14:0,958:1,49:"verdant; acid pool":"temperate; humid; windy"
681:"Mjoltr Qi":321:4,72:1,202:1,58:"barren; tundra":"tropical; frigid; arid; temperate"
682:"Gudja Yi":2613:6,24:0,933:1,88:"scrubland; grassy hill; lava river":"temperate; artificial temperate; arid; rocky; superheated; hot; tropical"
683:"Gudja Wu":2613:2,83:0,808:1,52:"desert; mountain":"arid; rocky"
684:"Moldoveanu Tertial":7339:0,55:0,789:0,89:"cave; hill":"arid; humid; rocky"
685:"Moldoveanu Septimal":7339:7,81:1,364:1,79:"rocky desert; hill; volcano; plain; sea; valley":"frigid; humid; subartic; hot"
686:"Moldoveanu Quintal":7339:3,63:0,774:1,67:"forest":"frigid; artificial temperate; frozen"
687:"Enif Vigesimal":3071:2,76:1,258:1,3:"rocky desert; ice cave; urban; barren":"rocky; artic; windy; frigid; arid; subartic"
688:"Enif Quartal":3071:9,14:0,749:2,3:"vine; verdant; forest; savanna; desert; ice cave; island; acid pool; lava river":"windy; superheated; artificial temperate; hot; frozen; humid; arid"
689:"Enif Prime":3071:1,42:0,621:1,32:"cliff; lakes":"humid; rocky; temperate"
690:"Bastet's Mirage XIX":856:0,46:1,284:0,71:"cityscape":"hot; windy; artic; arid; artificial temperate"
691:"Fang Shi":9876:4,56:0,958:1,68:"cityscape; jungle":"humid; rocky"
